Код,"Наименование специальности, направление подготовки",Уровень образования,Реализуемые формы обучения,Описание ООП,Учебный план,Аннотации рабочих программ дисциплин с приложением копий,Календарный учебный график,Методические и иные документы,Информации о практиках,Использование электронного обучения
02.03.01,"Математика и компьютерные науки (профиль ""Математические методы и компьютерные технологии в естествознании, экономике и управлении"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1317498/2020_%D0%9E%D0%9E%D0%9F_10.03.01%20%D0%98%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D0%B0%D1%8F%20%D0%B1%D0%B5%D0%B7%D0%BE%D0%BF%D0%B0%D1%81%D0%BD%D0%BE%D1%81%D1%82%D1%8C.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИА,Практики,Да
02.03.01,"Математика и компьютерные науки (профиль ""Математические методы и компьютерные технологии в естествознании, экономике и управлении"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1357426/%D0%9E%D0%9F%D0%9E%D0%9F%2011.03.04%203%2B%2B%20%D0%AD%D0%B8%D0%9D%D0%AD_%20%D0%98%D0%AD%D0%B8%D0%9D%D0%AD%20%D0%BD%D0%B0%D0%B1%D0%BE%D1%80%D0%B0%202020.pdf,Уч. план АОП,Аннотация к АОП,Уч. график АОП,Положение о ГИА,Практики,Да
02.03.01,"Математика и компьютерные науки (профиль ""Математическое и компьютерное моделирование (матем)"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1360117/12.03.03_%D0%9E%D0%9F%D0%9E%D0%9F%2B%2B_%D0%A4%D0%BE%D1%82%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0%20%D0%B8%20%D0%BE%D0%BF%D1%82%D0%BE%D0%B8%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИА,Практики,Да
02.03.01,"Математика и компьютерные науки (профиль ""Математическое и компьютерное моделирование (матем)"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1360028/%D0%9E%D0%9F%D0%9E%D0%9F_14.03.02_%D0%AF%D0%A4%D0%B8%D0%A2_2020.pdf,Уч. план АОП,Аннотация к АОП,Уч. график АОП,Положение о ГИА,Практики,Да
02.03.01,"Математика и компьютерные науки (профиль ""Распределенные системы и искусственный интеллект"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1349291/37.03.01_%D0%9F%D1%81%D0%B8%D1%85%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F_%D0%9F%D1%81%D0%B8%D1%85%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F%20%D0%BB%D0%B8%D1%87%D0%BD%D0%BE%D1%81%D1%82%D0%B8_%D0%B1%D0%B0%D0%BA_%D0%BE%D1%87%D0%BD%D0%B0%D1%8F_%D0%A4%D0%98%D0%9F%D0%A1%D0%98_2020.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИА,Практики,Да
02.03.01,"Математика и компьютерные науки (профиль ""Распределенные системы и искусственный интеллект"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1269777/%D0%9E%D0%9E%D0%9F_38.03.01_%D0%91%D0%A3%D0%90%D0%90_%D0%94%D0%9E_%D0%BD%D0%B0%D0%B1%D0%BE%D1%80%202020.pdf,Уч. план АОП,Аннотация к АОП,Уч. график АОП,Положение о ГИА,Практики,Да
02.03.02,"Фундаментальная информатика и информационные технологии (профиль ""Инженерия программного обеспечения"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1393677/%D0%9E%D0%9E%D0%9F_38.03.01_%D0%91%D0%A3%D0%90%D0%90_%D0%97%D0%9E_%D0%BD%D0%B0%D0%B1%D0%BE%D1%80%202020.doc,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАПрограмма ГИАМетодические указания по оформлению ВКР,Практики,Да
02.03.02,"Фундаментальная информатика и информационные технологии (профиль ""Инженерия программного обеспечения"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1465720/%D0%9E%D0%9E%D0%9F_38.03.01_%D0%91%D0%A3%D0%90%D0%90_%D0%94%D0%9E_%D0%BD%D0%B0%D0%B1%D0%BE%D1%80%202020.pdf,Уч. план АОП,Аннотация к АОП,Уч. график АОП,Положение о ГИАПрограмма ГИАМетодические указания по оформлению ВКР,Практики,Да
02.03.03,"Математическое обеспечение и администрирование информационных систем (профиль ""Проектирование и разработка информационных систем"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1465834/%D0%9E%D0%9E%D0%9F_38.03.01_%D0%91%D0%A3%D0%90%D0%90_%D0%94%D0%9E_%D0%BD%D0%B0%D0%B1%D0%BE%D1%80%202020.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАПрограмма ГИАМетодические указания по оформлению ВКР,Практики,Да
02.03.03,"Математическое обеспечение и администрирование информационных систем (профиль ""Проектирование и разработка информационных систем"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1329019/%D0%9E%D0%9E%D0%9F_38.03.01_%D0%9A%D0%BE%D0%BC-%D1%8F_2020%20%D0%B3.%D0%BD.%20.pdf,Уч. план АОП,Аннотация к АОП,Уч. график АОП,Положение о ГИАПрограмма ГИАМетодические указания по оформлению ВКР,Практики,Да
03.03.02,"Физика (профиль ""Физика лазерных и спектральных технологий"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1320522/%D0%9E%D0%9E%D0%9F%2038.03.01%20%D0%9A%D0%BE%D1%80%D0%BF%D0%BE%D1%80%D0%B0%D1%82%D0%B8%D0%B2%D0%BD%D1%8B%D0%B9%20%D1%83%D1%87%D0%B5%D1%82%20%D0%B8%20%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%BE%D1%87%D0%BD%D0%B0%D1%8F%202020..pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАПервый методический документВторой методический документТретий методический документ,Практики,Да
03.03.02,"Физика (профиль ""Физика лазерных и спектральных технологий"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1264632/38.03.01_%D0%AD%D0%BA%D0%BE%D0%BD%D0%BE%D0%BC%D0%B8%D0%BA%D0%B0_%D0%9C%D0%AD_%D0%BE%D1%87%D0%BD%D0%B0%D1%8F_%D0%A4%D0%9C%D0%9E%20%D0%BD%D0%B0%D0%B1%D0%BE%D1%80%202020%20%D0%AD%D0%94%D0%9E.pdf,Уч. план АОП,Аннотация к АОП,Уч. график АОП,Положение о ГИАПервый методический документВторой методический документ,Практики,Да
03.03.02,"Физика (профиль ""Физика твердого тела"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1329389/%D0%9E%D0%9E%D0%9F_38.03.01_%D0%AD%D0%BA%D0%BE%D0%BD%D0%BE%D0%BC%D0%B8%D0%BA%D0%B0_%D0%9C%D0%BE%D0%B4%20%D0%B8%20%D0%BC%D0%B5%D1%82%20%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%D0%B0%20%D0%A6%D0%AD_%202020%20_%D0%9E%D1%87%D0%BD_%D0%AD%D0%BA%D0%BE%D0%BD%D0%BE%D0%BC%20.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Нет,Нет,Нет
03.03.02,"Физика (профиль ""Физика твердого тела"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1331864/%D0%9E%D0%9E%D0%9F_%D0%A4%D0%93%D0%9E%D0%A13%2B_%20380301_%20%D0%A4%D0%B8%D0%9A_%D0%97%D0%9E_2020.pdf,Уч. план АОП,Аннотация к АОП,Уч. график АОП,Нет,Нет,Нет
03.03.02,"Физика (профиль ""Ядерная и медицинская физика"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1331599/%D0%9E%D0%9E%D0%9F_%D0%A4%D0%93%D0%9E%D0%A13%2B_%20380301_%20%D0%A4%D0%B8%D0%9A_%D0%94%D0%9E_2020.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАПервый методический документ,Практики,Нет
03.03.02,"Физика (профиль ""Ядерная и медицинская физика"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1334550/%D0%9E%D0%9E%D0%9F_38.03.01_%D0%B1%D0%B0%D0%BA%D0%B0%D0%BB%D0%B0%D0%B2%D1%80%D1%8B_%D0%AD%D0%BA%D0%BE%D0%BD%D0%BE%D0%BC%D0%B8%D0%BA%D0%B0_%D0%A7%D0%A0%D0%B2%D0%A6%D0%AD_2020_%D0%94%D0%9E.pdf,Уч. план АОП,Аннотация к АОП,Уч. график АОП,Положение о ГИАПервый методический документ,Практики,Нет
03.03.03,"Радиофизика (профиль ""Компьютерная электроника"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1332644/%D0%9E%D0%9E%D0%9F_38.03.01_%D0%AD%D0%BA%D0%BE%D0%BD%D0%BE%D0%BC%D0%B8%D0%BA%D0%B0_%D0%AD%D0%9F%D0%B8%D0%9E_%D0%94%D0%9E_2020.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАРегламент проведения ГИА с применением ЭО и ДОТ,Практики,Да
03.03.03,"Радиофизика (профиль ""Компьютерные технологии передачи информации"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1337705/%D0%9E%D0%9E%D0%9F_%D0%91%D0%90%D0%9A_%D0%AD%D0%BA%D0%BE%D0%BD%D0%BE%D0%BC%D0%B8%D0%BA%D0%B0%20%D1%80%D1%8B%D0%BD%D0%BA%D0%BE%D0%B2_%D0%94%D0%9E%202020.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАРегламент проведение ГИА с применением ЭО и ДОТ,Практики,Да
03.03.03,"Радиофизика (профиль ""Микроэлектроника и полупроводниковые приборы"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1329430/%D0%9E%D0%9E%D0%9F%2038.03.02%20%D0%BC%D0%B5%D0%BD%D0%B5%D0%B4%D0%B6%D0%BC%D0%B5%D0%BD%D1%82%20%D0%92%D0%92%D0%90%202020-2021.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАРегламент проведения ГИА с применением ЭО и ДОТ,Практики,Да
04.03.01,"Химия (профиль ""Прикладная химия"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1333756/%D0%9E%D0%9E%D0%9F_38.03.02_%D0%9C%D0%B5%D0%BD%D0%B5%D0%B4%D0%B6%D0%BC%D0%B5%D0%BD%D1%82_%D0%9C%D0%B0%D1%80%D0%BA%D0%B5%D1%82%D0%B8%D0%BD%D0%B3_%D0%94%D0%9E_%D0%9D%D0%B0%D0%B1%D0%BE%D1%80_2020%20%281%29.PDF,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАРекомендации по оформлению ВКР,Практики,Да
04.03.01,"Химия (профиль ""Прикладная химия"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1313480/%D0%9E%D0%9E%D0%9F_38.03.02_%D0%B1%D0%B0%D0%BA%D0%B0%D0%BB%D0%B0%D0%B2%D1%80%D1%8B_%D0%9C%D0%B5%D0%B6%D0%B4.%20%D0%9C%D0%B5%D0%BD-%D1%82_%D0%9E_2020.pdf,Уч. план АОП,Аннотация к АОП,Уч. график АОП,Положение о ГИА,Практики,Да
