"subject","type","full_name","addr"
"Республика Саха (Якутия)","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение «Центр развития ребенка - детский сад № 17 «Сардаана» с. Борогонцы» муниципального района «УстьАлданский улус (район)» Республики Саха (Якутия)","678350, Республика Саха (Якутия), у. Усть- Алданский, с. Борогонцы, ул. Ленина, д. 11"
"Республика Саха (Якутия)","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение Центр развития ребенка - детский сад № 2 «Сардаана» муниципального района «Нюрбинский район» Республики Саха (Якутия)","678450, Республика Саха (Якутия), у. Нюрбинский, г. Нюрба, ул. Чусовского, д. 25"
"Республика Саха (Якутия)","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение «Центр развития ребенка - детский сад № 21 «Кэнчээри» городского округа «город Якутск»","677000, Республика Саха (Якутия), г. Якутск, ул. Каландаришвили, д. 34, корп. 1"
"Республика Саха (Якутия)","Общеобразовательные организации","Муниципальная казенная общеобразовательная организация «Орто-Эбэнская специальная (коррекционная) школа-интернат для обучающихся, воспитанников с ограниченными возможностями здоровья» муниципального района «Усть-Алданский улус (район)» Республики Саха (Якутия)","678373, Республика Саха (Якутия), у. УстьАлданский, с. Арылах, ул. Говорова Афанасия Михайловича, д. 14"
"Республика Саха (Якутия)","Общеобразовательные организации","Муниципальное общеобразовательное учреждение «Специальная (коррекционная) школа-интернат» города Нерюнгри","678960, Республика Саха (Якутия), г. Нерюнгри, ул. Южно-Якутская, д. 8"
"Республика Саха (Якутия)","Общеобразовательные организации","Муниципальное казенное общеобразовательное учреждение «Юттяхская специальная общеобразовательная школа-интернат» муниципального образования «Верхоянский район» Республики Саха (Якутия)","678502, Республика Саха (Якутия), Верхоянский улус, с. Юттях, ул. Советская, д. 9 а"
"Республика Саха (Якутия)","Общеобразовательные организации","Муниципальное казенное общеобразовательное учреждение «Черская специальная (коррекционная) общеобразовательная школа-интернат VII вида» муниципального района «Нижнеколымский район»","678830, Республика Саха (Якутия), у. Нижнеколымский, п. Черский, ул. Мореходов, д. 25"
"Республика Саха (Якутия)","Организации дополнительного образования детей","Государственное бюджетное образовательное учреждение Республики Саха (Якутия) Центр дополнительного образования «Тойбохойский республиканский историкокраеведческий комплекс Г. Е. Бессонова»","678282, Республика Саза (Якутия), у. Сунтарский, с. Тойбохой, ул. Октябрьская, д. 45"
"Республика Северная Осетия-Алания","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение детский сад № 72","362039, Республика Северная Осетия - Алания, г. Владикавказ, ул. Астана Кесаева, д. 5, корп. А"
"Республика Северная Осетия-Алания","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение детский сад № 84 комбинированного вида","362911, Республика Северная Осетия - Алания, г. Владикавказ, пгт. Заводской, ул. Кооперативная, д. 38. Корп. А"
"Республика Северная Осетия-Алания","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение «Детский сад № 19 с. Камбилеевское» муниципального образования - Пригородный район Республики Северная Осетия-Алания","363100, Республика Северная Осетия - Алания, Пригородный р-н, с. Камбилеевское, ул. Орджоникидзе, д. 17"
"Республика Северная Осетия-Алания","Дошкольные образовательные организации","Муниципальное казѐнное дошкольное образовательное учреждение детский сад № 2 «Малютка» с. Карджин муниципального образования Кировский район Республики Северная Осетия-Алания","363611, Республика Северная Осетия - Алания, Кировский р-н, с. Карджин, ул. Камбердиева, д. 52"
"Республика Северная Осетия-Алания","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение детский сад - центр развития ребѐнка № 35 «Золотой ключик» г. Моздока Республики Северная Осетия-Алания","363750, Республика Северная Осетия - Алания, Моздокский р-н, г. Моздок, ул. Фрунзе, д. 6. корп. А"
"Республика Северная Осетия-Алания","Организации дополнительного образования детей","Муниципальное бюджетное учреждение дополнительного образования «Дом детского творчества» муниципального образования - Пригородный район Республики Северная Осетия-Алания","363100, Республика Северная Осетия - Алания, Пригородный р-н, с. Камбилеевское, ул. Ю. Кучиева, д. 5"
"Республика Северная Осетия-Алания","Организации дополнительного образования детей","Муниципальное бюджетное учреждение дополнительного образования - Моздокский центр детского творчества","363750, Республика Северная Осетия - Алания, Моздокский р-н, г. Моздок, ул. Кирова, д. 33"
"Республика Татарстан","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение - детский сад № 7 «Малыш» города Агрыз Агрызского муниципального района Республики Татарстан","422230, Республика Татарстан, Агрызский р-н, г. Агрыз, ул. М. Горького, д. 84"
"Республика Татарстан","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение «Центр развития ребенка - детский сад № 65 «Ивушка» г. Альметьевска»","423450, Республика Татарстан, Альметьевский р-н, г. Альметьевск, ул. Радищева, д. 2Г"
"Республика Татарстан","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение «Детский сад комбинированного вида № 2 «Чулпан» г. Кукмор» Кукморского муниципального района Республики Татарстан","422112, Республика Татарстан, Кукморский р-н, г. Кукмор, ул. Нур Баяна, д. 44"
"Республика Татарстан","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение «Детский сад компенсирующего вида № 63» Нижнекамского муниципального района Республики Татарстан","423584, Республика Татарстан, Нижнекамский р-н, г. Нижнекамск, ул. Бызова, д. 5В"
"Республика Татарстан","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение «Детский сад № 7 «Колосок» комбинированного вида г. Нурлат Республики Татарстан","423042, Республика Татарстан, Нурлатский р-н, г. Нурлат, ул. Синдрякова, д. 45"
"Республика Татарстан","Общеобразовательные организации","Государственное бюджетное общеобразовательное учреждение «Пестречинская школа-интернат для детей с ограниченными возможностями здоровья»","422770, Республика Татарстан, Пестречинский р-н, с. Пестрецы, ул. Молодежная, д. 7"
"Республика Татарстан","Общеобразовательные организации","Государственное бюджетное общеобразовательное учреждение «Агрызская школа-интернат для детей с ограниченными возможностями здоровья»","422230, Республика Татарстан, Агрызский р-н, г. Агрыз, ул. К. Маркса, д. 7Б"
"Республика Татарстан","Общеобразовательные организации","Государственное бюджетное общеобразовательное учреждение «Бугульминская школа-интернат для детей с ограниченными возможностями здоровья»","423230, Республика Татарстан, Бугульминский р-н, г. Бугульма, ул. Николая Гоголя, д. 24, лит. А"
"Республика Татарстан","Общеобразовательные организации","Государственное бюджетное общеобразовательное учреждение «Бугульминская школа № 10 для детей с ограниченными возможностями здоровья»","423236, Республика Татарстан, Бугульминский р-н, г. Бугульма, ул. Газинура Гафиатуллина, д. 29"
"Республика Татарстан","Общеобразовательные организации","Государственное бюджетное общеобразовательное учреждение «Татарско-Елтанская школа-интернат для детей с ограниченными возможностями здоровья»","422975, Республика Татарстан, Чистопольский р-н, с. Татарский Елтан, участок № 1"
"Республика Татарстан","Организации дополнительного образования детей","Муниципальное бюджетное образовательное учреждение дополнительного образования Центр детского технического творчества Бугульминского муниципального района Республики Татарстан»","423231, Республика Татарстан, Бугульминский р-н, г. Бугульма, ул. Михаила Калинина, д. 153"
"Республика Татарстан","Организации дополнительного образования детей","Муниципальное автономное образовательное учреждение дополнительного образования Дом детского творчества «Балкыш» Высокогорского муниципального района Республики Татарстан","422701, Республика Татарстан, Высокогорский р-н, с. Высокая гора, ул. Б. Красная, д. 178А"
"Республика Тыва","Дошкольные образовательные организации","Муниципальное автономное дошкольное образовательное учреждение комбинированного вида «Детский сад № 31 города Кызыла Республики Тыва»","667000, Республика Тыва, г. Кызыл, ул. Кочетова, д. 54"
"Республика Тыва","Дошкольные образовательные организации","Муниципальное автономное дошкольное образовательное учреждение детский сад комбинированного вида № 3 «Ручеек» г. Шагонар","668210, Республика Тыва, Улуг-Хемский рн, г. Шагонар, ул. Саяно-Шушенская, д. 2"
"Республика Тыва","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение детский сад комбинированного вида «Родничок» г. Чадаана Дзун-Хемчикского кожууна Республики Тыва","668110, Республика Тыва, Дзун-Хемчикский р-н, г. Чадан, ул. Водхозная, д. 14"
"Удмуртская Республика","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение детский сад № 37","427960, Удмуртская Республика, г. Сарапул, ул. Азина, д. 110"
"Удмуртская Республика","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение «Центр развития ребенка - детский сад № 2 «Теремок» Кезского района Удмуртской Республики","427580, Удмуртская Республика, Кезский р-н, п. Кез, ул. Осипенко, д. 10"
"Удмуртская Республика","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение «Дебесский детский сад № 3»","427060, Удмуртская Республика, Дебесский р-н, с. Дебесы, ул. Ярославцева, д. 19"
"Удмуртская Республика","Общеобразовательные организации","Муниципальное казенное общеобразовательное учреждение «Школа № 256 для детей с нарушением зрения»","426075, Удмуртская Республика, г. Ижевск, ул. Молодежная, д. 88"
"Удмуртская Республика","Организации дополнительного образования детей","Муниципальное бюджетное учреждение дополнительного образования Центр развития творчества детей и юношества «Потенциал»","427990, Удмуртская Республика, Сарапульский р-н, с. Сигаево, ул.  Советская, д. 69"
"Удмуртская Республика","Организации дополнительного образования детей","Муниципальное бюджетное образовательное учреждение дополнительного образования «Сюмсинский дом детского творчества»","427370, Удмуртская Республика,  Сюмсинский р-н, с. Сюмси, ул. Партизанская, д. 21"
"Удмуртская Республика","Организации дополнительного образования детей","Муниципальное бюджетное образовательное учреждение дополнительного образования «Балезинский центр детского творчества»","427550, Удмуртская Республика, Балезинский р-н, п. Балезино, ул. Советская, д. 15"
"Республика Хакасия","Общеобразовательные организации","Государственное бюджетное общеобразовательное учреждение Республики Хакасия «Боградская санаторная школа-интернат»","655340, Республика Хакасия, Боградский р-н, с. Боград, ул. Советская, д. 134"
"Чеченская Республика","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение «Детский сад № 4 «Беркат» г. Гудермес Гудермесского муниципальный района»","366200, Чеченская Республика, Гудермесский р-н, г. Гудермес, ул. Кирова, д. 158"
"Чеченская Республика","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение «Детский сад № 18 «Барт» г. Гудермес Гудермесского муниципальный района»","366900, Чеченская Республика, Гудермесский р-н, г. Гудермес, ул. А. Бисултанова, д. 85-А"
"Чеченская Республика","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение «Детский сад № 3 «Седа» с. Ножай-Юрт Ножай-Юртовского муниципального района»","366241, Чеченская Республика, НожайЮртовский р-н, с. Ножай-Юрт, ул. А. А. Кадырова, д. 109"
"Чеченская Республика","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение «Детский сад № 1 «Нана» с. Аллерой","366231, Чеченская Республика, НожайЮртовский р-н, с. Аллерой, ул. А. А. Кадырова, д. 16А"
"Чеченская Республика","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение «Детский сал № 4 «Седарчий» г. Урус-Мартан Урус-Мартановского муниципального района»","366521, Чеченская Республика, УрусМартановский р-н, г. Урус-Мартан, ул. Н. Усамова, д. б/н"
"Чеченская Республика","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение «Детский сад № 5 «Ровда» г. Урус-Мартан Урус-Мартановского муниципального района»","366209, Чеченская Республика, УрусМартановский р-н, г. Урус-Мартан, ул. Мохади Шимаева, д. 1"
"Чеченская Республика","Общеобразовательные организации","Муниципальное бюджетное общеобразовательное учреждение «Средняя общеобразовательная школа с. А. Шерипова» Шатойского муниципального района","366410, Чеченская Республика, Шатойский р-н, с. Асланбек-Шерипова, ул. Школьная, д. 15"
"Чеченская Республика","Общеобразовательные организации","Муниципальное бюджетное общеобразовательное учреждение «Средняя общеобразовательная школа № 1 с. Автуры Шалинского муниципального района»","366306, Чеченская Республика, Шалинский р-н, с. Автуры, ул. им. Бамат-Гирей-Хаджи, д. 79"
"Чеченская Республика","Общеобразовательные организации","Государственное бюджетное общеобразовательное учреждение «Курчалоевский центр образования»","366329, Чеченская Республика, Курчалоевский р-н, г. Курчалой, ул. М. Шатаева, д. 1"
"Чеченская Республика","Организации дополнительного образования детей","Государственное бюджетное учреждение дополнительного образования «Республиканский центр детско-юношеского туризма и экскурсий»","364029, Чеченская Республика, г. Грозный, пр-кт Кунта-Хаджи Кишиева, д. 87Б"
"Чеченская Республика","Организации дополнительного образования детей","Муниципальное бюджетное учреждение дополнительного образования «Центр юных натуралистов и экологов г. Аргун»","366310, Чеченская Республика, г. Аргун, ул. С. Аксактемирова, д. 27А"
"Чеченская Республика","Организации дополнительного образования детей","Муниципальное бюджетное учреждение дополнительного образования «Дом детского творчества Ленинского района г. Грозного»","364020, Чеченская Республика, г. Грозный, ул. Тасуева, д. 12"
"Чеченская Республика","Организации дополнительного образования детей","Муниципальное бюджетное учреждение дополнительного образования «Курчалоевский детско-юношеский центр»","366329, Чеченская Республика, Курчалоевский р-н, г. Курчалой, пр-кт А.А. Кадырова, д. 154"
"Чеченская Республика","Организации дополнительного образования детей","Муниципальное бюджетное учреждение дополнительного образования «Наурский дом детского творчества","366128, Чеченская Республика, Наурский р-н, ст. Наурская, ул. Джона Рида, д. 47А"
"Чеченская Республика","Организации дополнительного образования детей","Муниципальное бюджетное учреждение дополнительного образования «Шелковской районный дом детского творчества»","366100, Чеченская Республика, Шелковской р-н, ст-ца Шелковская, ул. Долгополова, д. 25"
"Чеченская Республика","Организации дополнительного образования детей","Муниципальное бюджетное учреждение дополнительного образования «Детско-юношеский центр Грозненского муниципального района»","366030, Чеченская Республика, Грозненский р-н, с. Центора-Юрт, ул. Садовая, д. 80"
"Чеченская Республика","Организации дополнительного образования детей","Муниципальное бюджетное учреждение дополнительного образования «Эколого-биологическая станция УрусМартановского района»","366500, Чеченская Республика, УрусМартановский р-н, г. Урус-Мартан, ул. Мохади Шимаева, д. б/н"
"Чеченская Республика","Организации дополнительного образования детей","Муниципальное бюджетное учреждение дополнительного образования «Шелковской центр туризма и краеведения»","366108, Чеченская Республика, Шелковской р-н, ст-ца. Шелковская, ул. Озерная д. 13"
"Чувашская Республика","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение «Детский сад № 2» города Канаш Чувашской Республики","429330, Чувашская Республика, г. Канаш, ул. Л. Толстого, д. 11"
"Чувашская Республика","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение «Детский сад № 16 «Красная Шапочка» города Новочебоксарска Чувашской Республики","429955, Чувашская Республика, г. Новочебоксарск, б-р. Зеленый, д. 10А"
"Чувашская Республика","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение «Детский сад № 1 «Золотой ключик» города Шумерля Чувашской Республики","429122, Чувашская Республика, г. Шумерля, ул. Щербакова, д. 27"
"Алтайский край","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение «Первомайский детский сад «Колосок» Бийского района Алтайского края","659363, Алтайский край, Бийский р-н, с. Первомайское, ул. Демидова, д. 8"
"Алтайский край","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение детский сад «Весѐлый городок»","659040, Алтайский край, Калманский р-н, с. Калманка, ул. Буденного, д. 21/А"
"Алтайский край","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение «Детский сад № 17 «Сказка»","658709, Алтайский край, Каменский р-н, г. Камень-на-Оби, ул. Радостная, д. 5"
"Алтайский край","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение «Новичихинский детский сад № 1 «Искорка» Новичихинского района Алтайского края","659730, Алтайский край, Новичихинский р-н, с. Новичиха, пер. Аптечный, д. 5"
"Алтайский край","Дошкольные образовательные организации","Филиал «Безрукавский детский сад «Солнышко» муниципальное бюджетное дошкольное образовательное учреждение «Веселоярский детский сад «Сказка»»","658240, Алтайский край, Рубцовский р-н, с. Безрукавка, ул. В.К. Арнольда, д. 35"
"Алтайский край","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение «Детский сад «Петушок»","659600, Алтайский край, Смоленский р-н, с. Смоленское, пер. Автомобильный, д. 3"
"Алтайский край","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение детский сад № 2 «Ландыш»","659540, Алтайский край, Советский р-н, с. Советское, пер. Мостовой, д. 8"
"Алтайский край","Дошкольные образовательные организации","Муниципальное казенное дошкольное образовательное учреждение детский сад «Березка» с. Фунтики Топчихинского района Алтайского края","659074, Алтайский край, Топчихинский рн, с. Фунтики, ул. Юбилейная, д. 33"
"Алтайский край","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение детский сад «Родничок» с. Хабары","658780, Алтайский край, Хабарский р-н, с. Хабары, пер. Октябрьский, д. 4"
"Алтайский край","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение «Шелаболихинский детский сад «Золотая рыбка» Шелаболихинского района Алтайского края","659050, Алтайский край, Шелаболихинский р-н, с. Шелаболиха, прд Сибирский, д. 4"
"Алтайский край","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение «Детский сад № 67»","656049, Алтайский край, г. Барнаул, ул. Чернышевского, д. 282"
"Алтайский край","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение «Центр развития ребѐнка - детский сад № 53 «Топтыжка»","658204, Алтайский край, г. Рубцовск, ул. Алтайская, д. 33"
"Алтайский край","Организации дополнительного образования детей","Муниципальное бюджетное учреждение дополнительного образования «Детско-юношеский центр»","658224, Алтайский край, г. Рубцовск, ул. Советская, д. 8"
"Алтайский край","Организации дополнительного образования детей","Муниципальное автономное образовательное учреждение дополнительного образования «Алтайский районный детско-юношеский центр»","659652, Алтайский край, Алтайский р-н, с. Алтайское, ул. Советская, д. 97"
"Забайкальский край","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение «Детский сад № 2 «Солнышко»","674600, Забайкальский край, Борзинский рн, г. Борзя, ул. Советская, д. 10"
"Забайкальский край","Дошкольные образовательные организации","Муниципальное дошкольное образовательное учреждение «Центр развития ребенка - детский сад «Полянка»","674607, Забайкальский край, Борзинский рн, пгт. Шерловая Гора, мкр. 2-й, д. 5"
"Забайкальский край","Дошкольные образовательные организации","Муниципальное дошкольное образовательное учреждение детский сад «Родничок» пгт. Новокручининский","672570, Забайкальский край, Читинский рн, пгт. Новокручининский, ул. Широкая, д. 1"
"Забайкальский край","Дошкольные образовательные организации","Муниципальное дошкольное образовательное учреждение детский сад № 28 п. Чернышевск","673462, Забайкальский край, Чернышевский р-н, пгт. Чернышевск, ул. Журавлева, д. 65, офис А"
"Забайкальский край","Общеобразовательные организации","Муниципальное бюджетное общеобразовательное учреждение «Средняя общеобразовательная школа № 14»","672015, Забайкальский край, г. Чита, ул. Каларская, д. 30"
"Забайкальский край","Общеобразовательные организации","Муниципальное общеобразовательное учреждение «Средняя общеобразовательная школа № 2 пгт. Забайкальск","674650, Забайкальский край, Забайкальский р-н, пгт. Забайкальск, ул. Красноармейская, д. 53"
"Забайкальский край","Организации дополнительного образования детей","Муниципальное бюджетное учреждение дополнительного образования «Детско-юношеский центр»","672003, Забайкальский край, г. Чита, пер. Железобетонный, д. 14А"
"Камчатский край","Дошкольные образовательные организации","Муниципальное автономное дошкольное образовательное учреждение «Детский сад № 43 - центр развития ребенка»","683002, Камчатский край, г. Петропавловск-Камчатский, ул. Вольского, д. 30"
"Камчатский край","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение «Детский сад № 14 «Сказка»","684000, Камчатский край, Елизовский р-н, г. Елизово, ул. 40 лет Октября, д. 15"
"Камчатский край","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение «Детский сад № 9»","684090, Камчатский край, г. Вилючинск, мкр. Центральный, д. 14"
"Камчатский край","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение «Тигильский детский сад «Каюмка»","688600, Камчатский край, Тигильский р-н, с. Тигиль, ул. Соболева, д. 7"
"Краснодарский край","Дошкольные образовательные организации","Муниципальное автономное дошкольное образовательное учреждение детский сад № 58","352930, Краснодарский край, г. Армавир, ул. Маркова, д. 341"
"Краснодарский край","Дошкольные образовательные организации","Муниципальное автономное дошкольное образовательное учреждение детский сад № 37","352932, Краснодарский край, г. Армавир, ул. Тимирязева, д. 70"
"Краснодарский край","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение детский сад комбинированного вида № 7 «Улыбка» муниципального образования город Новороссийск","353913, Краснодарский край, г. Новороссийск, ул. Героев Десантников, д. 35, корп. Б"
"Краснодарский край","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение детский сад комбинированного вида № 62 муниципального образования город Новороссийск","353913, Краснодарский край, г. Новороссийск, пр-кт Дзержинского, д. 164, корп. А"
"Краснодарский край","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение детский сад № 29 «Колосок» муниципального образования Абинский район","353309, Краснодарский край, Абинский рн, ст-ца Холмская, ул. Рудничная, д. 5, корп. Б"
"Краснодарский край","Дошкольные образовательные организации","Муниципальное дошкольное автономное образовательное учреждение «Детский сад комбинированного вида № 60»","353800, Краснодарский край, Красноармейский р-н, ст-ца Полтавская, ул. Красная, д. 90, корп. А"
"Краснодарский край","Дошкольные образовательные организации","Муниципальное дошкольное бюджетное образовательное учреждение «Центр развития ребенка - детский сад № 6»","353800, Краснодарский край, Красноармейский р-н, ст-ца Полтавская, ул. Шевченко, д. 99, корп. А"
"Краснодарский край","Дошкольные образовательные организации","Муниципальное автономное дошкольное образовательное учреждение детский сад комбинированного вида № 5 г. Курганинска муниципального образования Курганинский район","352430, Краснодарский край, Курганинский р-н, г. Курганинск, ул. Кавказская, д. 3"
