"subject","type","full_name","addr"
"Хабаровский край","Общеобразовательные организации","Краевое государственное казенное общеобразовательное учреждение для детей-сирот и детей, оставшихся без попечения родителей, реализующего адаптированные основные общеобразовательные программы «Школа-интернат № 3»","680018, Хабаровский край, г. Хабаровск, ул. Партизанская, д. 93Б"
"Хабаровский край","Организации дополнительного образования детей","Краевое государственное автономное образовательное учреждение дополнительного образования «Центр развития творчества детей (Региональный модельный центр дополнительного образования детей Хабаровского края)»","680000, Хабаровский край, г. Хабаровск, ул. Комсомольская, д. 87"
"Амурская область","Дошкольные образовательные организации","Муниципальное автономное дошкольное образовательное учреждение детский сад «Буратино» с. Ивановка","676930, Амурская область, Ивановский р-н, с. Ивановка, ул. Луговая, д. 19"
"Амурская область","Дошкольные образовательные организации","Муниципальное дошкольное образовательное бюджетное учреждение «Детский сад с. Варваровка «Радуга»","676637, Амурская область, Октябрьский рн, с. Варваровка, ул. Молодежная, д. 10"
"Амурская область","Дошкольные образовательные организации","Муниципальное автономное дошкольное образовательное учреждение «Поярковский детский сад № 7 «Колосок»","676680, Амурская область, Михайловский р-н, с. Поярково, ул. Ленина, д. 48"
"Амурская область","Общеобразовательные организации","Муниципальное автономное общеобразовательное учреждение «Школа № 4 города Белогорск»","676853, Амурская область, г. Белогорск, ул. Авиационная, д. 5"
"Амурская область","Общеобразовательные организации","Муниципальное общеобразовательное автономное учреждение «Средняя общеобразовательная школа № 3 г. Шимановска»","676301, Амурская область, г. Шимановск, ул. Гайдара, д. 41"
"Амурская область","Общеобразовательные организации","Муниципальное автономное общеобразовательное учреждение Сергеевская средняя общеобразовательная школа","675513, Амурская область, Благовещенский р-н, с. Сергеевка, ул. Школьная, д. 52"
"Архангельская область","Дошкольные образовательные организации","Муниципальное бюджетное общеобразовательное учреждение «Средняя школа № 2 г. Вельска» Структурное подразделение «Детский сад № 6 «Искорка»","165150, Архангельская область, Вельский р-н, г. Вельск, ул. Дзержинского, д. 3 Адрес структурного подразделения: 165150, Архангельская область, Вельский р-н, г. Вельск, ул. Набережная, д. 29А"
"Архангельская область","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение муниципального образования «Город Архангельск» «Детский сад № 20 «Земляничка»","163002, Архангельская область, г. Архангельск, ул. Урицкого, д. 15"
"Архангельская область","Общеобразовательные организации","Муниципальное бюджетное общеобразовательное учреждение муниципального образования «Город Архангельск» «Средняя школа № 5»","163051, Архангельская область, г. Архангельск, ул. Воскресенская, д. 103, корп. 1"
"Архангельская область","Общеобразовательные организации","Муниципальное бюджетное общеобразовательное учреждение «Черевковская средняя школа» муниципального образования «Красноборский муниципальный район» Архангельской области","165460, Архангельская область, Красноборский р-н, с. Черевково, ул. Советская, д. 13"
"Астраханская область","Дошкольные образовательные организации","Государственное бюджетное профессиональное образовательное учреждение Астраханской области «Астраханский губернский техникум» Структурное подразделение № 1 (дошкольное отделение)","414000, Астраханская область, г. Астрахань, ул. Шаумяна, д. 60 Адрес структурного подразделения: Астраханская область, г. Астрахань, ул. Бабушкина, д. 52"
"Астраханская область","Общеобразовательные организации","Государственное бюджетное общеобразовательное учреждение Астраханской области «Травинская школаинтернат»","416330, Астраханская область, Камызякский р-н, с. Образцово-Травино, ул. Школьная, д. 7"
"Астраханская область","Общеобразовательные организации","Государственное казенное общеобразовательное учреждение Астраханской области для обучающихся, воспитанников с ограниченными возможностями здоровья «Енотаевская общеобразовательная школа-интернат»","416200, Астраханская область, с. Енотаевка, ул. Чернышевского/ул. Куйбышева, д. 26/67"
"Астраханская область","Общеобразовательные организации","Государственное казенное общеобразовательное учреждение Астраханской области для обучающихся, воспитанников с ограниченными возможностями здоровья «Харабалинская общеобразовательная школа-интернат»","416010, Астраханская область, Харабалинский р-н, г. Харабали, ул. Московская, д. 90А"
"Астраханская область","Общеобразовательные организации","Государственное казенное общеобразовательное учреждение Астраханской области «Средняя общеобразовательная школа № 4»","414041, Астраханская область, г. Астрахань, ул. Зеленая, д. 1 А"
"Астраханская область","Организации дополнительного образования детей","Государственное автономное образовательное учреждение Астраханской области дополнительного образования «Региональный школьный технопарк»","Юридический адрес: 414000, Астраханская область, г. Астрахань, ул. Желябова, д. 21, пом. 66 Фактический адрес выполнения работ: 414000, Астраханская область, г. Астрахань, ул. Свердлова/Володарского, д. 37/5"
"Белгородская область","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение детский сад № 22 «Улыбка» Старооскольского городского округа","309512, Белгородская область, г. Старый Оскол, мкр. Жукова, д. 34"
"Белгородская область","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение детский сад комбинированного вида № 67 г. Белгорода","308012, Белгородская область, г. Белгород, ул. Губкина, д. 8 А"
"Белгородская область","Дошкольные образовательные организации","Муниципальное автономное дошкольное образовательное учреждение «Детский сад комбинированного вида № 2 «Ромашка» города Губкина Белгородской области","309190, Белгородская область, г. Губкин, ул. Раевского, д. 12 Б"
"Белгородская область","Дошкольные образовательные организации","Муниципальное дошкольное образовательное учреждение «Детский сад № 4 «Калинка» комбинированного вида» города Валуйки Белгородской области","309996, Белгородская область, Валуйский р-н, г. Валуйки, ул. Калинина, д. 39 «Г»"
"Белгородская область","Организации дополнительного образования детей","Муниципальное бюджетное учреждение дополнительного образования «Центр технологического образования и детского технического творчества» г. Белгорода","308015, Белгородская область, г. Белгород, ул. Озембловского, д. 34"
"Брянская область","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение детский сад комбинированного вида № 139 «Антошка» г. Брянска","241007, Брянская область, г. Брянск, ул. 3-я линия, д. 6"
"Брянская область","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение детский сад комбинированного вида № 109 «Воробушек» г. Брянска","241035, Брянская область, г. Брянск, ул. Камозина, д. 3"
"Брянская область","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение детский сад «Малиновка» Суражского района Брянской области","234500, Брянская область, Суражский р-н, г. Сураж, ул. Белорусская, д. 66А"
"Брянская область","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение детский сад «Солнышко» комбинированного вида города Унеча Брянской области","243300, Брянская область, Унечский р-н, г. Унеча, ул. Попова, д. 3"
"Брянская область","Общеобразовательные организации","Государственное бюджетное общеобразовательное учреждение «Негинская школа-интернат»","242164, Брянская область, Суземский р-н, с. Негино, ул. Центральная, д. 83"
"Владимирская область","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение «Детский сад № 2» г. Покров","601120, Владимирская область, Петушинский р-н, г. Покров, ул. Пролетарская, д. 25"
"Владимирская область","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение г. Владимира «Детский сад № 66»","600022, Владимирская область, г. Владимир, ул. Завадского, д. 13-А"
"Владимирская область","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение «Детский сад № 15 общеразвивающего вида с приоритетным осуществлением деятельности по физическому направлению развития детей»","601446, Владимирская область, Вязниковский р-н, г. Вязники, мкр. Дечинский, д. 13"
"Владимирская область","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение комбинированного вида детский сад № 11 «Солнышко» Ковровского р-на","601962, Владимирская область, Ковровский р-н, п. Малыгино, ул. Школьная, д. 59Б"
"Владимирская область","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение Детский сад № 3 «Теремок» п. Красная Горбатка Селивановского р-на Владимирской области","602332, Владимирская область, Селивановский р-н, п. Красная Горбатка, ул. 1-я Заводская, д. 3"
"Владимирская область","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение «Детский сад № 94 комбинированного вида»","602254, Владимирская область, г. Муром, ул. Вокзальная, д. 5"
"Владимирская область","Общеобразовательные организации","Государственное казенное общеобразовательное учреждение Владимирской области «Специальная (коррекционная) общеобразовательная школа-интернат г. Меленки»","602102, Владимирская область, Меленковский р-н, г. Меленки, ул. Комсомольская, д. 95"
"Владимирская область","Общеобразовательные организации","Государственное казенное общеобразовательное учреждение Владимирской области «БарскоГородищенская специальная (коррекционная) общеобразовательная школа-интернат»","601266, Владимирская область, Суздальский р-н, с. Барское-Городище, ул. Центральная, д. 41"
"Владимирская область","Организации дополнительного образования детей","Муниципальное автономное учреждение дополнительного образования «Дворец детского (юношеского) творчества г. Владимира»","600021, Владимирская область, г. Владимир, ул. Мира, д. 8"
"Волгоградская область","Дошкольные образовательные организации","Муниципальное дошкольное образовательное учреждение «Центр развития ребенка № 6 Дзержинского р-на Волгограда»","400117, Волгоградская область, г. Волгоград, ул. 8-й Воздушной Армии, д. 23 А"
"Волгоградская область","Дошкольные образовательные организации","Муниципальное дошкольное образовательное учреждение «Детский сад № 375 Краснооктябрьского р-на Волгограда»","400123, Волгоградская область, г. Волгоград, ул. Триумфальная, д. 20"
"Волгоградская область","Дошкольные образовательные организации","Муниципальное дошкольное образовательное учреждение «Детский сад № 107 «Искорка» г. Волжского Волгоградской области»","404118, Волгоградская область, г. Волжский, ул. 40 лет Победы, д. 74"
"Волгоградская область","Дошкольные образовательные организации","Муниципальное казенное дошкольное образовательное учреждение детский сад № 3 г. Дубовки Дубовского муниципального р-на Волгоградской области","404002, Волгоградская область, Дубовский р-н, г. Дубовка, ул. им. Котовского, д. 13"
"Волгоградская область","Общеобразовательные организации","Государственное казенное общеобразовательное учреждение «Волгоградская школа-интернат № 2»","400107, Волгоградская область, г. Волгоград, ул. им. Хорошева, д. 18 А"
"Волгоградская область","Общеобразовательные организации","Государственное казенное общеобразовательное учреждение «Котовская школа-интернат»","403805, Волгоградская область, Котовский р-н, г. Котово, ул. Чапаева, д. 3"
"Волгоградская область","Организации дополнительного образования детей","Муниципальное бюджетное учреждение дополнительного образования «Дворец творчества «Русинка» г. Волжского Волгоградской области»","Юридический адрес: 404131, Волгоградская область, г. Волжский, ул. Мира, д. 69А Фактический адрес выполнения работ: 404105, Волгоградская область, г. Волжский, пр-кт Дружбы, д. 55"
"Волгоградская область","Организации дополнительного образования детей","Муниципальное казенное учреждение дополнительного образования Нехаевская детско-юношеская спортивная школа Нехаевского муниципального р-на Волгоградской области","403171, Волгоградская область, Нехаевский р-н, ст-ца Нехаевская, ул. Октябрьская, д. 48"
"Вологодская область","Дошкольные образовательные организации","Муниципальное дошкольное образовательное учреждение «Детский сад компенсирующего вида № 26»","160000, Вологодская область, г. Вологда, ул. Галкинская, д. 27"
"Вологодская область","Дошкольные образовательные организации","Муниципальное дошкольное образовательное учреждение «Детский сад комбинированного вида № 34 «Светлячок»","160029, Вологодская область, г. Вологда, ул. Хорхоринская, д. 6А"
"Вологодская область","Дошкольные образовательные организации","Муниципальное автономное дошкольное образовательное учреждение «Детский сад № 119»","162618, Вологодская область, г. Череповец, ул. Олимпийская, д. 35"
"Вологодская область","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение «Детский сад № 85»","162602, Вологодская область, г. Череповец, ул. Мамлеева, д. 9"
"Вологодская область","Дошкольные образовательные организации","Бюджетное дошкольное образовательное учреждение Сокольского муниципального района «Детский сад общеразвивающего вида № 20»","162130, Вологодская область, Сокольский р-н, г. Сокол, ул. Советская, д. 57"
"Вологодская область","Дошкольные образовательные организации","Бюджетное дошкольное образовательное учреждение Сокольского муниципального района «Детский сад общеразвивающего вида № 4 «Ладушки»","162107, Вологодская область, Сокольский р-н, г. Кадников, ул. Красноармейская, д. 46"
"Вологодская область","Дошкольные образовательные организации","Бюджетное дошкольное образовательное учреждение Тарногского муниципального района Вологодской области «Тарногский детский сад комбинированного вида № 2 «Солнышко»","161560, Вологодская область, Тарногский р-н, с. Тарногский городок, ул. Советская, д. 13 А"
"Вологодская область","Дошкольные образовательные организации","Муниципальное дошкольное образовательное учреждение «Детский сад «Светлячок»","162562, Вологодская область, Шекснинский р-н, рп. Шексна, ул. Труда, д. 7-Б"
"Воронежская область","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение «Детский сад общеразвивающего вида № 147»","394077, Воронежская область, г. Воронеж, ул. Генерала Лизюкова, д. 30"
"Воронежская область","Дошкольные образовательные организации","Муниципальное казенное дошкольное образовательное учреждение Детский сад № 8","397853, Воронежская область, Острогожский р-н, г. Острогожск, ул. Октябрьская, д.146 А"
"Воронежская область","Дошкольные образовательные организации","Муниципальное казенное дошкольное образовательное учреждение Борисоглебского городского округа Детский сад № 21 комбинированного вида","397171, Воронежская область, Борисоглебский р-н, г. Борисоглебск, ул. Аэродромная, д. 9 А"
"Воронежская область","Общеобразовательные организации","Муниципальное казенное общеобразовательное учреждение «Песковская основная общеобразовательная школа № 2 имени героя Советского Союза Д.А. Теплякова»","397342, Воронежская область, Поворинский р-н, с. Пески, ул. Площадь Свободы, д. 4"
"Воронежская область","Общеобразовательные организации","Муниципальное казенное общеобразовательное учреждение «Средняя общеобразовательная школа № 15»","397906, Воронежская область, Лискинский р-н, г. Лиски, ул. Чернышевского, д. 19"
"Воронежская область","Организации дополнительного образования детей","Муниципальное бюджетное учреждение дополнительного образования Центр развития творчества детей и юношества «Радуга»","394029, Воронежская область, г. Воронеж, ул. Полины Осипенко, д. 6"
"Ивановская область","Общеобразовательные организации","Областное государственное казенное общеобразовательное учреждение «Ивановская коррекционная школа № 1»","153022, Ивановская область, г. Иваново, ул. 4-я Первомайская, д. 5/1"
"Ивановская область","Общеобразовательные организации","Областное государственное казенное общеобразовательное учреждение «Кохомская коррекционная школа»","153511, Ивановская область, Ивановский рн, г. Кохма, пер. Ивановский, д. 3"
"Ивановская область","Общеобразовательные организации","Областное государственное казенное общеобразовательное учреждение «Тейковская коррекционная школа-интернат»","155048, Ивановская область, Тейковский рн, г. Тейково, Вокзальный пр-д, д. 2"
"Ивановская область","Общеобразовательные организации","Областное государственное казенное общеобразовательное учреждение «Кинешемская коррекционная школаинтернат»","155806, Ивановская область, г. Кинешма, ул. Сеченова, д. 26"
"Иркутская область","Дошкольные образовательные организации","Муниципальное казенное дошкольное образовательное учреждение Шелеховского р-на «Детский сад № 2 «Колосок»","666035, Иркутская область, г. Шелехов, мкр. 1-й, д. 11"
"Иркутская область","Дошкольные образовательные организации","Муниципальное казенное дошкольное образовательное учреждение детский сад № 23 Усть-Кутского муниципального образования","666785, Иркутская область, г. Усть-Кут, ул. Азовская, д. 22"
"Иркутская область","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение «Детский сад комбинированного вида № 107» муниципального образования города Братска","665732, Иркутская область, г. Братск, жилой р-н Центральный, ул. Рябикова, д. 25"
"Иркутская область","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение «Детский сад № 35 «Соболек»","666686, Иркутская область, г. Усть- Илимск, пр-кт Мира, д. 66"
"Иркутская область","Дошкольные образовательные организации","Муниципальное казенное дошкольное образовательное учреждение детский сад № 32 «Сказка»","666904, Иркутская область, г. Бодайбо, ул. Карла Либкнехта, д. 77"
"Иркутская область","Общеобразовательные организации","Государственное общеобразовательное казенное учреждение Иркутской области «Специальная (коррекционная) школа № 12 г. Иркутска»","664043, Иркутская область, г. Иркутск, б-р Рябикова, д. 4 В"
"Иркутская область","Общеобразовательные организации","Государственное общеобразовательное казенное учреждение Иркутской области для детей-сирот и детей, оставшихся без попечения родителей «Специальная (коррекционная) школа-интернат № 6 г. Зима»","665388, Иркутская область, г. Зима, ул. Березовского, д. 82"
"Иркутская область","Общеобразовательные организации","Государственное общеобразовательное казенное учреждение Иркутской области для детей-сирот и детей, оставшихся без попечения родителей «Специальная (коррекционная) школа-интернат г. Саянска»","666302, Иркутская область, г. Саянск, мкр. Центральный, д. 18"
"Иркутская область","Общеобразовательные организации","Государственное общеобразовательное казенное учреждение Иркутской области «Специальная (коррекционная) школа № 2 г. Черемхово»","665409, Иркутская область, г. Черемхово, ул. Щорса, д. 54"
"Иркутская область","Общеобразовательные организации","Государственное общеобразовательное казенное учреждение Иркутской области «Специальная (коррекционная) школа г. Вихоревка»","665770, Иркутская область, Братский р-н, г. Вихоревка, ул. Байкальская, д. 6"
"Иркутская область","Организации дополнительного образования детей","Муниципальное бюджетное учреждение дополнительного образования «Дом детского творчества»","665462, Иркутская область, г. Усолье- Сибирское, ул. Менделеева, д. 20"
"Иркутская область","Организации дополнительного образования детей","Муниципальное казенное учреждение дополнительного образования «Детский оздоровительно-образовательный центр»","666904, Иркутская область, г. Бодайбо, ул. Стояновича, д. 77"
"Калининградская область","Дошкольные образовательные организации","Муниципальное автономное дошкольное образовательное учреждение «Детский сад № 4 «Золотой ключик»","238750, Калининградская область, г. Советск, ул. Победы, д. 37"
"Калининградская область","Дошкольные образовательные организации","Муниципальное автономное дошкольное образовательное учреждение «Детский сад № 11 Центр развития ребенка»","238050, Калининградская область, Гусевский р-н, г. Гусев, ул. Саперная, д. 10"
"Калининградская область","Дошкольные образовательные организации","Муниципальное автономное дошкольное образовательное учреждение детский сад № 1 «Петушок» города Нестерова","238010, Калининградская область, Нестеровский р-н, г. Нестеров, ул. Калинина, д. 18А"
"Калининградская область","Организации дополнительного образования детей","Муниципальное автономное учреждение дополнительного образования «Дом детского творчества» г. Балтийска","238520, Калининградская область, Балтийский р-н, г. Балтийск, ул. Московская, д. 18"
"Калужская область","Общеобразовательные организации","Государственное казенное общеобразовательное учреждения Калужской области «Людиновская школа-интернат для детей-сирот и детей, оставшихся без попечения родителей, с ограниченными возможностями здоровья»","249402, Калужская область, Людиновский р-н, г. Людиново, ул. Дзержинского, д. 1"
"Калужская область","Общеобразовательные организации","Государственное казенное общеобразовательное учреждение Калужской области «Сосенская школа-интернат для обучающихся с ограниченными возможностями здоровья»","249711, Калужская область, Козельский рн, г. Сосенский, пер. Школьный, д. 6"
"Калужская область","Общеобразовательные организации","Государственное казенное общеобразовательное учреждение Калужской области «Козельская общеобразовательная школа-интернат для обучающихся с ограниченными возможностями здоровья»","249722, Калужская область, Козельский рн, г. Козельск, ул. Б. Советская, д. 25"
"Кемеровская область - Кузбасс","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение № 109 «Детский сад комбинированного вида»","650033, Кемеровская область - Кузбасс, г. Кемерово, пер. Рекордный, д. 8"
"Кемеровская область - Кузбасс","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение «Детский сад № 17»","654044, Кемеровская область - Кузбасс, г. Новокузнецк, ул. Космонавтов (Новоильинский р-н), д. 14"
"Кемеровская область - Кузбасс","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение «Детский сад № 36 «Тополек»","652811, Кемеровская область - Кузбасс, г. Осинники, ул. Победы, д. 30"
"Кемеровская область - Кузбасс","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение «Детский сад компенсирующего вида № 28 «Ромашка»","652061, Кемеровская область - Кузбасс, г. Юрга, ул. Мира, д. 1-Б"
"Кемеровская область - Кузбасс","Общеобразовательные организации","Муниципальное казенное общеобразовательное учреждение «Общеобразовательная школа-интернат № 6»","652780, Кемеровская область - Кузбасс, Гурьевский р-н, г. Гурьевск, ул. Ленина, д. 30"
"Кемеровская область - Кузбасс","Общеобразовательные организации","Муниципальное казенное общеобразовательное учреждение «Общеобразовательная школа-интернат психолого-педагогической поддержки»","652153, Кемеровская область - Кузбасс, Мариинский р-н, г. Мариинск, ул. Фурманова, д. 13"
"Кемеровская область - Кузбасс","Общеобразовательные организации","Муниципальное казенное общеобразовательное учреждение «Крапивинская общеобразовательная школаинтернат для детей с ограниченными возможностями здоровья»","652450, Кемеровская область - Кузбасс, Крапивинский р-н, п. Каменный, ул. Мира, д. 43"
"Кемеровская область - Кузбасс","Общеобразовательные организации","Муниципальное общеобразовательное казенное учреждение «Падунская общеобразовательная школаинтернат психолого-педагогической поддержки»","652370, Кемеровская область - Кузбасс, Промышленновский р-н, п. и ст-я Падунская, ул. Миронова, д. 1"
"Кемеровская область - Кузбасс","Организации дополнительного образования детей","Муниципальное бюджетное учреждение дополнительного образования «Дворец творчества детей и молодежи имени Добробабиной А.П. города Белово»","652600, Кемеровская область - Кузбасс, г. Белово, ул. Советская, д. 44"
"Кемеровская область - Кузбасс","Организации дополнительного образования детей","Муниципальное бюджетное образовательное учреждение дополнительного образования «Дворец творчества детей и учащейся молодежи»","652518, Кемеровская область - Кузбасс, г. Ленинск-Кузнецкий, ул. Горького, д. 10 А"
"Кировская область","Дошкольные образовательные организации","Муниципальное бюджетное дошкольное образовательное учреждение детский сад № 3 города Кирово-Чепецка Кировской области","613047, Кировская область, г. Кирово- Чепецк, ул. Ленина, д. 2, к. 3"
